DEFAULT;100
T09-004-0004;103
T09-005-0001;103
T09-005-0009;103
T09-005-0010;103
T09-005-0012;103
T09-005-0014;103
T09-005-0031;103
T09-005-0037;103
T09-005-0038;103
T09-005-0039;103
T09-005-0040;103
T09-005-0040;103
T09-005-0043;103
T09-005-0044;103
T09-005-0045;103
T09-005-0046;103
T09-005-0047;103
T09-005-0048;103
T09-005-0049;103
T09-005-0050;103
T09-005-0055;103
T09-005-0056;103
T09-005-0057;103
T09-005-0058;103
T09-005-0062;103
T09-005-0063;103
T09-005-0064;103
T09-005-0065;103
T09-005-0070;103
T09-005-0070;103
T09-005-0077;103
T09-005-0078;103
T09-005-0079;103
T09-005-0080;103
T09-005-0081;103
T09-005-0082;103
T09-005-0083;103
T09-005-0084;103
T09-005-0089;103
T09-005-0090;103
T09-005-0097;103
T09-005-0098;103
T09-005-0099;103
T09-005-0100;103
T09-005-0101;103
T09-005-0103;103
T09-005-0104;103
T09-005-0105;103
T09-005-0106;103
T09-005-0107;103
T09-005-0108;103
T09-005-0109;103
T09-005-0110;103
T09-005-0111;103
T09-005-0112;103
T09-005-0113;103
T09-005-0114;103
T09-005-0115;103
T09-005-0116;103
T09-005-0117;103
T09-005-0118;103
T09-005-0119;103
T09-005-0120;103
T09-005-0121;103
T09-005-0122;103
T09-005-0123;103
T09-005-0124;103
T09-005-0125;103
T09-005-0126;103
T09-005-0127;103
T09-005-0128;103
T09-005-0129;103
T09-005-0130;103
T09-005-0131;103
T09-005-0132;103
T09-005-0133;103
T09-005-0134;103
T09-005-0135;103
T09-005-0136;103
T09-005-0137;103
T09-005-0138;103
T09-005-0139;103
T09-005-0140;103
T09-005-0141;103
T09-005-0142;103
T09-005-0143;103
T09-005-0144;103
T09-005-0145;103
T09-005-0146;103
T09-005-0147;103
T09-005-0148;103
T09-005-0149;103
T09-005-0150;103
T09-005-0151;103
T09-005-0152;103
T09-005-0153;103
T09-005-0154;103
T09-005-0155;103
T09-005-0156;103
T09-005-0157;103
T09-005-0158;103
T09-005-0160;103
T09-005-0161;103
T09-005-0163;103
T09-005-0164;103
T09-005-0165;103
T09-005-0166;103
T09-005-0167;103
T09-005-0169;103
T09-005-0170;103
T09-005-0173;103
T09-005-0173;103
T09-005-0174;103
T09-005-0174;103
T09-005-0175;103
T09-005-0176;103
T09-005-0177;103
T09-005-0178;103
T09-005-0180;103
T09-005-0212;103
T09-005-0213;103
T09-005-0214;103
T09-005-0215;103
T09-005-0216;103
T09-005-0217;103
T09-005-0218;103
T09-005-0224;103
T09-005-0251;103
T09-005-0252;103
T09-005-0253;103
T09-005-0254;103
T09-005-0255;103
T09-005-0258;103
T09-005-0259;103
T09-005-0260;103
T09-005-0261;103
T09-005-0262;103
T09-005-0263;103
T09-005-0264;103
T09-005-0268;103
T09-005-0269;103
T09-005-0270;103
T09-005-0271;103
T09-005-0272;103
T09-005-0273;103
T09-040-40-0015;103
T09-040-40-0037;103
T09-040-40-0045;103
T09-040-65-0041;103
T09-040-65-0041;103
T09-050-11-0009;200
T09-050-11-0010;200
T09-050-11-0011;200
T09-050-14-0001;103
T09-050-14-0002;103
T09-050-15-0006;200
T09-050-15-0008;200
T09-050-20-0108;200
T09-050-20-0109;200
T09-050-20-0111;200
T09-050-20-0112;200
T09-070-10-0051;200
T09-070-10-0052;200
T09-070-10-0053;200
T09-070-10-0054;200
T09-070-10-0055;200
T09-070-10-0056;200
T09-070-10-0057;200
T09-070-10-0058;200
T09-070-10-0059;200
T09-070-10-0060;200
T09-070-10-0061;200
T09-070-10-0062;200
T09-070-10-0063;200
T09-070-10-0064;200
T09-070-10-0065;200
T09-070-10-0066;200
T09-070-10-0067;200
T09-070-10-0068;200
T09-070-10-0069;200
T09-070-10-0070;200
T09-070-10-0071;200
T09-070-10-0072;200
T09-070-10-0073;200
T09-070-10-0074;200
T09-070-10-0075;200
T09-070-10-0076;200
T09-070-10-0077;200
T09-070-10-0078;200
T09-070-10-0079;200
T09-070-20-0051;200
T09-070-20-0052;200
T09-070-20-0053;200
T09-070-20-0054;200
T09-070-20-0055;200
T09-070-20-0056;200
T09-070-20-0057;200
T09-070-20-0058;200
T09-070-20-0059;200
T09-070-20-0060;200
T09-070-20-0061;200
T09-070-20-0062;200
T09-070-20-0063;200
T09-070-20-0064;200
T09-070-20-0065;200
T09-070-20-0066;200
T09-070-20-0067;200
T09-070-20-0068;200
T09-070-20-0069;200
T09-070-20-0070;200
T09-070-20-0071;200
T09-070-20-0072;200
T09-070-20-0073;200
T09-070-20-0074;200
T09-070-20-0075;200
T09-070-20-0076;200
T09-070-20-0077;200
T09-070-20-0078;200
T09-070-20-0079;200
T09-070-20-0080;200
T39;300
